	Cluster	Week	Overload
1486	2	50	-314
1487	2	50	-446
1488	2	50	-685
1489	2	50	-1183
1490	3	50	-179
1491	3	50	162
1492	3	50	-1249
1493	3	50	-1103
1494	3	50	-711
1495	3	50	509
1496	3	50	-801
1497	3	50	-1219
1498	3	50	-1493
1499	3	50	-690
1500	1	51	-779
1501	1	51	-1188
1502	1	51	-528
1503	1	51	756
1504	1	51	-619
1505	1	51	-1312
1506	1	51	-136
1507	1	51	341
1508	1	51	921
1509	1	51	558
1510	2	51	-350
1511	2	51	-460
1512	2	51	381
1513	2	51	-1159
1514	2	51	-153
1515	2	51	-566
1516	2	51	-230
1517	2	51	-453
1518	2	51	-764
1519	2	51	-1326
1520	3	51	-250
1521	3	51	269
1522	3	51	-1232
1523	3	51	-976
1524	3	51	-607
1525	3	51	499
1526	3	51	-1013
1527	3	51	-1267
1528	3	51	-1536
1529	3	51	-611
1530	1	52	-718
1531	1	52	-1156
1532	1	52	-394
1533	1	52	558
1534	1	52	-628
1535	1	52	-1213
1536	1	52	-143
1537	1	52	345
1538	1	52	944
1539	1	52	482
1540	2	52	-477
1541	2	52	-468
1542	2	52	387
1543	2	52	-1037
1544	2	52	-49
1545	2	52	-501
1546	2	52	-205
1547	2	52	-324
1548	2	52	-791
1549	2	52	-1342
1550	3	52	-216
1551	3	52	213
1552	3	52	-1404
1553	3	52	-932
1554	3	52	-734
1555	3	52	303
1556	3	52	-1063
1557	3	52	-1432
1558	3	52	-1564
1559	3	52	-551
1560	1	53	-552
1561	1	53	-1094
1562	1	53	-559
1563	1	53	312
1564	1	53	-741
1565	1	53	-1081
1566	1	53	-366
1567	1	53	33
1568	1	53	614
1569	1	53	280
1570	2	53	-525
1571	2	53	-503
1572	2	53	199
1573	2	53	-1057
1574	2	53	-95
1575	2	53	-870
1576	2	53	-228
1577	2	53	-420
1578	2	53	-874
1579	2	53	-1125
1580	3	53	-748
1581	3	53	-228
1582	3	53	-1465
1583	3	53	-1080
1584	3	53	-989
1585	3	53	126
1586	3	53	-1231
1587	3	53	-1438
1588	3	53	-1565
1589	3	53	-980
1590	1	54	-529
1591	1	54	-1086
1592	1	54	-600
1593	1	54	471
1594	1	54	-473
1595	1	54	-921
1596	1	54	-198
1597	1	54	-50
1598	1	54	432
1599	1	54	179
1600	2	54	-496
1601	2	54	-363
1602	2	54	157
1603	2	54	-882
1604	2	54	-274
1605	2	54	-783
1606	2	54	-278
1607	2	54	-313
1608	2	54	-643
1609	2	54	-887
1610	3	54	-605
1611	3	54	-181
1612	3	54	-1187
1613	3	54	-1219
1614	3	54	-883
1615	3	54	74
1616	3	54	-1154
1617	3	54	-1267
1618	3	54	-1419
1619	3	54	-922
1620	1	55	-513
1621	1	55	-1084
1622	1	55	-677
1623	1	55	438
1624	1	55	-527
1625	1	55	-867
1626	1	55	-191
1627	1	55	-136
1628	1	55	385
1629	1	55	174
1630	2	55	-495
1631	2	55	-378
1632	2	55	219
1633	2	55	-847
1634	2	55	-215
1635	2	55	-786
1636	2	55	-278
1637	2	55	-227
1638	2	55	-530
1639	2	55	-871
1640	3	55	-615
1641	3	55	-161
1642	3	55	-1165
1643	3	55	-1214
1644	3	55	-881
1645	3	55	30
1646	3	55	-1154
1647	3	55	-1260
1648	3	55	-1478
1649	3	55	-926
1650	1	56	-648
1651	1	56	-1059
1652	1	56	-615
1653	1	56	525
1654	1	56	-492
1655	1	56	-866
1656	1	56	-92
1657	1	56	-21
1658	1	56	429
1659	1	56	125
1660	2	56	-267
1661	2	56	-370
1662	2	56	263
1663	2	56	-855
1664	2	56	-192
1665	2	56	-610
1666	2	56	-295
1667	2	56	-237
1668	2	56	-667
1669	2	56	-888
1670	3	56	-647
1671	3	56	-133
1672	3	56	-1210
1673	3	56	-1232
1674	3	56	-878
1675	3	56	-86
1676	3	56	-1175
1677	3	56	-1304
1678	3	56	-1324
1679	3	56	-799
1680	1	57	-451
1681	1	57	-1183
1682	1	57	-720
1683	1	57	334
1684	1	57	-555
1685	1	57	-849
1686	1	57	-125
1687	1	57	96
1688	1	57	215
1689	1	57	-36
1690	2	57	-356
1691	2	57	-65
1692	2	57	196
1693	2	57	-970
1694	2	57	-184
1695	2	57	-737
1696	2	57	-219
1697	2	57	-212
1698	2	57	-281
1699	2	57	-576
1700	3	57	-601
1701	3	57	-160
1702	3	57	-884
1703	3	57	-772
1704	3	57	-669
1705	3	57	178
1706	3	57	-1064
1707	3	57	-1292
1708	3	57	-1342
1709	3	57	-796
1710	1	58	-394
1711	1	58	-1220
1712	1	58	-878
1713	1	58	332
1714	1	58	-631
1715	1	58	-944
1716	1	58	-150
1717	1	58	-177
1718	1	58	20
1719	1	58	-351
1720	2	58	-410
1721	2	58	-84
1722	2	58	282
1723	2	58	-735
1724	2	58	-203
1725	2	58	-546
1726	2	58	-445
1727	2	58	81
1728	2	58	-245
1729	2	58	-390
1730	3	58	-661
1731	3	58	-161
1732	3	58	-869
1733	3	58	-1062
1734	3	58	-631
1735	3	58	25
1736	3	58	-870
1737	3	58	-1369
1738	3	58	-1240
1739	3	58	-724
1740	1	59	-271
1741	1	59	-1277
1742	1	59	-828
1743	1	59	65
1744	1	59	-841
1745	1	59	-990
1746	1	59	-96
1747	1	59	-219
1748	1	59	45
1749	1	59	-302
1750	2	59	-365
1751	2	59	-87
1752	2	59	439
1753	2	59	-555
1754	2	59	41
1755	2	59	-520
1756	2	59	-442
1757	2	59	146
1758	2	59	-240
1759	2	59	-467
1760	3	59	-813
1761	3	59	-85
1762	3	59	-1060
1763	3	59	-959
1764	3	59	-649
1765	3	59	61
1766	3	59	-911
1767	3	59	-1376
1768	3	59	-1254
1769	3	59	-680
1770	1	60	-313
1771	1	60	-1165
1772	1	60	-959
1773	1	60	-17
1774	1	60	-940
1775	1	60	-840
1776	1	60	-186
1777	1	60	-317
1778	1	60	-65
1779	1	60	-444
1780	2	60	-103
1781	2	60	-227
1782	2	60	627
1783	2	60	-380
1784	2	60	119
1785	2	60	-611
1786	2	60	-528
1787	2	60	263
1788	2	60	-124
1789	2	60	-315
1790	3	60	-1034
1791	3	60	-58
1792	3	60	-1118
1793	3	60	-1053
1794	3	60	-629
1795	3	60	1
1796	3	60	-736
1797	3	60	-1396
1798	3	60	-1261
1799	3	60	-691
1800	1	61	-396
1801	1	61	-1162
1802	1	61	-1112
1803	1	61	-107
1804	1	61	-903
1805	1	61	-774
1806	1	61	-169
1807	1	61	-305
1808	1	61	-191
1809	1	61	-415
1810	2	61	44
1811	2	61	-164
1812	2	61	582
1813	2	61	-349
1814	2	61	13
1815	2	61	-654
1816	2	61	-479
1817	2	61	357
1818	2	61	18
1819	2	61	-191
1820	3	61	-1096
1821	3	61	-122
1822	3	61	-918
1823	3	61	-992
1824	3	61	-558
1825	3	61	-20
1826	3	61	-800
1827	3	61	-1500
1828	3	61	-1275
1829	3	61	-842
1830	1	62	-312
1831	1	62	-1311
1832	1	62	-1039
1833	1	62	13
1834	1	62	-718
1835	1	62	-849
1836	1	62	-101
1837	1	62	-336
1838	1	62	-218
1839	1	62	-246
1840	2	62	39
1841	2	62	-118
1842	2	62	382
1843	2	62	-460
1844	2	62	-182
1845	2	62	-576
1846	2	62	-381
1847	2	62	373
1848	2	62	29
1849	2	62	-219
1850	3	62	-1084
1851	3	62	72
1852	3	62	-700
1853	3	62	-910
1854	3	62	-457
1855	3	62	68
1856	3	62	-875
1857	3	62	-1394
1858	3	62	-1168
1859	3	62	-892
1860	1	63	-434
1861	1	63	-1330
1862	1	63	-1052
1863	1	63	172
1864	1	63	-497
1865	1	63	-831
1866	1	63	-77
1867	1	63	-321
1868	1	63	-221
1869	1	63	-284
1870	2	63	97
1871	2	63	-133
1872	2	63	248
1873	2	63	-596
1874	2	63	-367
1875	2	63	-586
1876	2	63	-424
1877	2	63	320
1878	2	63	9
1879	2	63	-120
1880	3	63	-1022
1881	3	63	104
1882	3	63	-555
1883	3	63	-935
1884	3	63	-495
1885	3	63	58
1886	3	63	-858
1887	3	63	-1358
1888	3	63	-1147
1889	3	63	-955
1890	1	64	-614
1891	1	64	-1047
1892	1	64	-942
1893	1	64	465
1894	1	64	-765
1895	1	64	-821
1896	1	64	-148
1897	1	64	-519
1898	1	64	-241
1899	1	64	-372
1900	2	64	120
1901	2	64	-336
1902	2	64	531
1903	2	64	-735
1904	2	64	-54
1905	2	64	-315
1906	2	64	-619
1907	2	64	200
1908	2	64	-270
1909	2	64	-427
1910	3	64	-1075
1911	3	64	-186
1912	3	64	-1158
1913	3	64	-1299
1914	3	64	-750
1915	3	64	-433
1916	3	64	-802
1917	3	64	-1250
1918	3	64	-1058
1919	3	64	-770
1920	1	65	-714
1921	1	65	-1051
1922	1	65	-917
1923	1	65	666
1924	1	65	-711
1925	1	65	-762
1926	1	65	-177
1927	1	65	-535
1928	1	65	-268
1929	1	65	-445
1930	2	65	-1
1931	2	65	-311
1932	2	65	371
1933	2	65	-866
1934	2	65	-100
1935	2	65	-408
1936	2	65	-672
1937	2	65	263
1938	2	65	-161
1939	2	65	-362
1940	3	65	-832
1941	3	65	-185
1942	3	65	-1001
1943	3	65	-1347
1944	3	65	-736
1945	3	65	-377
1946	3	65	-698
1947	3	65	-1275
1948	3	65	-1118
1949	3	65	-740
1950	1	66	-786
1951	1	66	-938
1952	1	66	-1124
1953	1	66	684
1954	1	66	-641
1955	1	66	-599
1956	1	66	-274
1957	1	66	-556
1958	1	66	-318
1959	1	66	-698
1960	2	66	-104
1961	2	66	-594
1962	2	66	379
1963	2	66	-976
1964	2	66	-366
1965	2	66	-512
1966	2	66	-719
1967	2	66	272
1968	2	66	-300
1969	2	66	-208
1970	3	66	-866
1971	3	66	-224
1972	3	66	-1011
1973	3	66	-1464
1974	3	66	-749
1975	3	66	-645
1976	3	66	-763
1977	3	66	-1472
1978	3	66	-1138
1979	3	66	-850
1980	1	67	-910
1981	1	67	-941
1982	1	67	-1072
1983	1	67	793
1984	1	67	-653
1985	1	67	-664
1986	1	67	-114
1987	1	67	-571
1988	1	67	-141
1989	1	67	-699
1990	2	67	39
1991	2	67	-663
1992	2	67	607
1993	2	67	-961
1994	2	67	-162
1995	2	67	-344
1996	2	67	-867
1997	2	67	214
1998	2	67	-447
1999	2	67	-289
2000	3	67	-873
2001	3	67	-140
2002	3	67	-1279
2003	3	67	-1576
2004	3	67	-929
2005	3	67	-736
2006	3	67	-763
2007	3	67	-1387
2008	3	67	-1156
2009	3	67	-756
2010	1	68	-897
2011	1	68	-887
2012	1	68	-980
2013	1	68	863
2014	1	68	-452
2015	1	68	-538
2016	1	68	-195
2017	1	68	-495
2018	1	68	-104
2019	1	68	-502
2020	2	68	56
2021	2	68	-514
2022	2	68	523
2023	2	68	-969
2024	2	68	-154
2025	2	68	-489
2026	2	68	-770
2027	2	68	408
2028	2	68	-244
2029	2	68	-144
2030	3	68	-683
2031	3	68	-123
2032	3	68	-1067
2033	3	68	-1418
2034	3	68	-918
2035	3	68	-497
2036	3	68	-559
2037	3	68	-1437
2038	3	68	-1176
2039	3	68	-878
2040	1	69	-854
2041	1	69	-684
2042	1	69	-1086
2043	1	69	863
2044	1	69	-577
2045	1	69	-296
2046	1	69	-356
2047	1	69	-592
2048	1	69	-172
2049	1	69	-531
2050	2	69	-43
2051	2	69	-682
2052	2	69	485
2053	2	69	-956
2054	2	69	-3
2055	2	69	-679
2056	2	69	-825
2057	2	69	544
2058	2	69	53
2059	2	69	41
2060	3	69	-560
2061	3	69	-91
2062	3	69	-856
2063	3	69	-1364
2064	3	69	-877
2065	3	69	-482
2066	3	69	-276
2067	3	69	-1409
2068	3	69	-1338
2069	3	69	-967
2070	1	70	-1015
2071	1	70	-655
2072	1	70	-972
2073	1	70	1001
2074	1	70	-424
2075	1	70	-264
2076	1	70	-272
2077	1	70	-453
2078	1	70	-159
2079	1	70	-562
2080	2	70	146
2081	2	70	-602
2082	2	70	400
2083	2	70	-1051
2084	2	70	-100
2085	2	70	-610
2086	2	70	-802
2087	2	70	474
2088	2	70	-63
2089	2	70	58
2090	3	70	-548
2091	3	70	-160
2092	3	70	-845
2093	3	70	-1367
2094	3	70	-893
2095	3	70	-543
2096	3	70	-343
2097	3	70	-1438
2098	3	70	-1195
2099	3	70	-913
2100	1	71	-977
2101	1	71	-850
2102	1	71	-767
2103	1	71	1176
2104	1	71	-211
2105	1	71	-420
2106	1	71	-41
2107	1	71	-230
2108	1	71	-153
2109	1	71	-681
2110	2	71	259
2111	2	71	-285
2112	2	71	203
2113	2	71	-1218
2114	2	71	-260
2115	2	71	-471
2116	2	71	-758
2117	2	71	301
2118	2	71	-172
2119	2	71	29
2120	3	71	-615
2121	3	71	-198
2122	3	71	-769
2123	3	71	-1291
2124	3	71	-862
2125	3	71	-442
2126	3	71	-534
2127	3	71	-1404
2128	3	71	-1008
2129	3	71	-681
2130	1	72	-996
2131	1	72	-929
2132	1	72	-731
2133	1	72	1249
2134	1	72	-141
2135	1	72	-426
2136	1	72	82
2137	1	72	-259
2138	1	72	-56
2139	1	72	-576
2140	2	72	253
2141	2	72	-299
2142	2	72	114
2143	2	72	-1259
2144	2	72	-290
2145	2	72	-406
2146	2	72	-771
2147	2	72	375
2148	2	72	-271
2149	2	72	-73
2150	3	72	-555
2151	3	72	-70
2152	3	72	-681
2153	3	72	-1288
2154	3	72	-867
2155	3	72	-466
2156	3	72	-609
2157	3	72	-1414
2158	3	72	-971
2159	3	72	-649
2160	1	73	-942
2161	1	73	-731
2162	1	73	-851
2163	1	73	1161
2164	1	73	-273
2165	1	73	-363
2166	1	73	45
2167	1	73	-619
2168	1	73	-140
2169	1	73	-466
2170	2	73	165
2171	2	73	-523
2172	2	73	158
2173	2	73	-1201
2174	2	73	-228
2175	2	73	-319
2176	2	73	-968
2177	2	73	475
2178	2	73	-308
2179	2	73	-182
2180	3	73	-675
2181	3	73	-198
2182	3	73	-759
2183	3	73	-1412
2184	3	73	-951
2185	3	73	-770
2186	3	73	-529
2187	3	73	-1308
2188	3	73	-1004
2189	3	73	-804
2190	1	74	-1000
2191	1	74	-774
2192	1	74	-860
2193	1	74	1201
2194	1	74	-336
2195	1	74	-400
2196	1	74	101
2197	1	74	-671
2198	1	74	-61
2199	1	74	-368
2200	2	74	167
2201	2	74	-527
2202	2	74	294
2203	2	74	-1213
2204	2	74	-97
2205	2	74	-189
2206	2	74	-1033
2207	2	74	574
2208	2	74	-406
2209	2	74	-310
2210	3	74	-581
2211	3	74	-113
2212	3	74	-848
2213	3	74	-1402
2214	3	74	-981
2215	3	74	-825
2216	3	74	-482
2217	3	74	-1317
2218	3	74	-947
2219	3	74	-736
2220	1	75	-965
2221	1	75	-603
2222	1	75	-981
2223	1	75	1213
2224	1	75	-412
2225	1	75	-349
2226	1	75	-46
2227	1	75	-884
2228	1	75	19
2229	1	75	-256
2230	2	75	169
2231	2	75	-670
2232	2	75	407
2233	2	75	-1187
2234	2	75	98
2235	2	75	-206
2236	2	75	-976
2237	2	75	740
2238	2	75	-471
2239	2	75	-324
2240	3	75	-698
2241	3	75	-221
2242	3	75	-920
2243	3	75	-1520
2244	3	75	-1180
2245	3	75	-939
2246	3	75	-472
2247	3	75	-1350
2248	3	75	-1042
2249	3	75	-914
2250	1	76	-912
2251	1	76	-812
2252	1	76	-876
2253	1	76	1299
2254	1	76	-239
2255	1	76	-440
2256	1	76	183
2257	1	76	-715
2258	1	76	34
2259	1	76	-271
2260	2	76	316
2261	2	76	-581
2262	2	76	279
2263	2	76	-1119
2264	2	76	-34
2265	2	76	-94
2266	2	76	-930
2267	2	76	585
2268	2	76	-653
2269	2	76	-452
2270	3	76	-855
2271	3	76	-58
2272	3	76	-854
2273	3	76	-1631
2274	3	76	-1178
2275	3	76	-917
2276	3	76	-704
2277	3	76	-1321
2278	3	76	-832
2279	3	76	-728
2280	1	77	-813
2281	1	77	-697
2282	1	77	-846
2283	1	77	1376
2284	1	77	-371
2285	1	77	-343
2286	1	77	-112
2287	1	77	-584
2288	1	77	-72
2289	1	77	-643
2290	2	77	197
2291	2	77	-390
2292	2	77	161
2293	2	77	-1404
2294	2	77	-79
2295	2	77	-358
2296	2	77	-880
2297	2	77	505
2298	2	77	-382
2299	2	77	-235
2300	3	77	-929
2301	3	77	-458
2302	3	77	-860
2303	3	77	-1517
2304	3	77	-1095
2305	3	77	-844
2306	3	77	-553
2307	3	77	-1466
2308	3	77	-1091
2309	3	77	-667
2310	1	78	-722
2311	1	78	-411
2312	1	78	-932
2313	1	78	1295
2314	1	78	-729
2315	1	78	-96
2316	1	78	-444
2317	1	78	-925
2318	1	78	-433
2319	1	78	-483
2320	2	78	-308
2321	2	78	-1215
2322	2	78	-334
2323	2	78	-1613
2324	2	78	-260
2325	2	78	-497
2326	2	78	-723
2327	2	78	1024
2328	2	78	-202
2329	2	78	-354
2330	3	78	-610
2331	3	78	-14
2332	3	78	-374
2333	3	78	-1322
2334	3	78	-651
2335	3	78	-1047
2336	3	78	-473
2337	3	78	-1739
2338	3	78	-1005
2339	3	78	-803
2340	1	79	-995
2341	1	79	-389
2342	1	79	-1206
2343	1	79	1271
2344	1	79	-457
2345	1	79	17
2346	1	79	-110
2347	1	79	-1020
2348	1	79	-5
2349	1	79	-776
2350	2	79	20
2351	2	79	-1014
2352	2	79	-22
2353	2	79	-1591
2354	2	79	-222
2355	2	79	-588
2356	2	79	-1041
2357	2	79	873
2358	2	79	-255
2359	2	79	-117
2360	3	79	-667
2361	3	79	-239
2362	3	79	-414
2363	3	79	-1322
2364	3	79	-963
2365	3	79	-1071
2366	3	79	-491
2367	3	79	-1495
2368	3	79	-1382
2369	3	79	-749
2370	1	80	-772
2371	1	80	-622
2372	1	80	-1034
2373	1	80	1117
2374	1	80	-477
2375	1	80	89
2376	1	80	38
2377	1	80	-1129
2378	1	80	234
2379	1	80	-863
2380	2	80	38
2381	2	80	-937
2382	2	80	-271
2383	2	80	-1580
2384	2	80	-457
2385	2	80	-807
2386	2	80	-862
2387	2	80	1018
2388	2	80	-482
2389	2	80	-114
2390	3	80	-884
2391	3	80	-59
2392	3	80	-313
2393	3	80	-1155
2394	3	80	-684
2395	3	80	-900
2396	3	80	-794
2397	3	80	-1507
2398	3	80	-1370
2399	3	80	-641
2400	1	81	-613
2401	1	81	-373
2402	1	81	-1329
2403	1	81	1084
2404	1	81	-495
2405	1	81	306
2406	1	81	0
2407	1	81	-1251
2408	1	81	4
2409	1	81	-731
2410	2	81	-2
2411	2	81	-937
2412	2	81	-261
2413	2	81	-1390
2414	2	81	-236
2415	2	81	-767
2416	2	81	-613
2417	2	81	1236
2418	2	81	-174
2419	2	81	-64
2420	3	81	-830
2421	3	81	-135
2422	3	81	145
2423	3	81	-1139
2424	3	81	-714
2425	3	81	-984
2426	3	81	-832
2427	3	81	-1430
2428	3	81	-1275
2429	3	81	-650
2430	1	82	-785
2431	1	82	-397
2432	1	82	-1183
2433	1	82	1229
2434	1	82	-118
2435	1	82	289
2436	1	82	-38
2437	1	82	-910
2438	1	82	-422
2439	1	82	-844
2440	2	82	61
2441	2	82	-898
2442	2	82	-337
2443	2	82	-1488
2444	2	82	-287
2445	2	82	-889
2446	2	82	-858
2447	2	82	929
2448	2	82	113
2449	2	82	272
2450	3	82	-726
2451	3	82	-155
2452	3	82	70
2453	3	82	-1191
2454	3	82	-1045
2455	3	82	-850
2456	3	82	-554
2457	3	82	-1469
2458	3	82	-1141
2459	3	82	-878
2460	1	83	-691
2461	1	83	-371
2462	1	83	-1134
2463	1	83	1243
2464	1	83	-259
2465	1	83	338
2466	1	83	17
2467	1	83	-905
2468	1	83	-261
2469	1	83	-741
2470	2	83	175
2471	2	83	-762
2472	2	83	-118
2473	2	83	-1418
2474	2	83	-47
2475	2	83	-830
2476	2	83	-860
2477	2	83	1055
2478	2	83	104
2479	2	83	290
2480	3	83	-827
2481	3	83	-210
2482	3	83	-91
2483	3	83	-1168
2484	3	83	-1037
2485	3	83	-851
2486	3	83	-500
2487	3	83	-1493
2488	3	83	-1186
2489	3	83	-892
2490	1	84	-742
2491	1	84	-377
2492	1	84	-1086
2493	1	84	1431
2494	1	84	-304
2495	1	84	247
2496	1	84	191
2497	1	84	-808
2498	1	84	-186
2499	1	84	-706
2500	2	84	402
2501	2	84	-786
2502	2	84	115
2503	2	84	-1464
2504	2	84	216
2505	2	84	-513
2506	2	84	-879
2507	2	84	1117
2508	2	84	104
2509	2	84	186
2510	3	84	-853
2511	3	84	-30
2512	3	84	-222
2513	3	84	-1160
2514	3	84	-1105
2515	3	84	-927
2516	3	84	-505
2517	3	84	-1502
2518	3	84	-1111
2519	3	84	-673
2520	1	85	-703
2521	1	85	-309
2522	1	85	-1083
2523	1	85	1406
2524	1	85	-329
2525	1	85	289
2526	1	85	203
2527	1	85	-726
2528	1	85	-122
2529	1	85	-580
2530	2	85	444
2531	2	85	-798
2532	2	85	154
2533	2	85	-1495
2534	2	85	238
2535	2	85	-513
2536	2	85	-766
2537	2	85	1052
2538	2	85	61
2539	2	85	117
2540	3	85	-870
2541	3	85	-22
2542	3	85	-200
2543	3	85	-1040
2544	3	85	-1038
2545	3	85	-905
2546	3	85	-566
2547	3	85	-1455
2548	3	85	-1068
2549	3	85	-666
2550	1	86	-673
2551	1	86	-300
2552	1	86	-1054
2553	1	86	1433
2554	1	86	-387
2555	1	86	374
2556	1	86	357
2557	1	86	-711
2558	1	86	5
2559	1	86	-532
2560	2	86	561
2561	2	86	-815
2562	2	86	243
2563	2	86	-1458
2564	2	86	289
2565	2	86	-469
2566	2	86	-807
2567	2	86	1142
2568	2	86	30
2569	2	86	61
2570	3	86	-932
2571	3	86	71
2572	3	86	-233
2573	3	86	-1019
2574	3	86	-946
2575	3	86	-949
2576	3	86	-594
2577	3	86	-1475
2578	3	86	-1079
2579	3	86	-573
2580	1	87	-577
2581	1	87	-335
2582	1	87	-1060
2583	1	87	1417
2584	1	87	-265
2585	1	87	172
2586	1	87	272
2587	1	87	-468
2588	1	87	189
2589	1	87	-507
2590	2	87	436
2591	2	87	-708
2592	2	87	287
2593	2	87	-1481
2594	2	87	101
2595	2	87	-575
2596	2	87	-689
2597	2	87	872
2598	2	87	23
2599	2	87	110
2600	3	87	-898
2601	3	87	4
2602	3	87	-266
2603	3	87	-975
2604	3	87	-875
2605	3	87	-636
2606	3	87	-622
2607	3	87	-1443
2608	3	87	-1251
2609	3	87	-642
2610	1	88	-493
2611	1	88	-687
2612	1	88	-941
2613	1	88	1332
2614	1	88	-464
2615	1	88	-3
2616	1	88	296
2617	1	88	-529
2618	1	88	340
2619	1	88	-471
2620	2	88	659
2621	2	88	-738
2622	2	88	133
2623	2	88	-1455
2624	2	88	263
2625	2	88	-481
2626	2	88	-447
2627	2	88	871
2628	2	88	-298
2629	2	88	63
2630	3	88	-1205
2631	3	88	386
2632	3	88	-231
2633	3	88	-916
2634	3	88	-838
2635	3	88	-555
2636	3	88	-888
2637	3	88	-1381
2638	3	88	-1081
2639	3	88	-631
2640	1	89	-559
2641	1	89	-728
2642	1	89	-894
2643	1	89	1291
2644	1	89	-516
2645	1	89	-192
2646	1	89	233
2647	1	89	-487
2648	1	89	346
2649	1	89	-388
2650	2	89	661
2651	2	89	-762
2652	2	89	157
2653	2	89	-1531
2654	2	89	332
2655	2	89	-406
2656	2	89	-466
2657	2	89	809
2658	2	89	-323
2659	2	89	-16
2660	3	89	-1201
2661	3	89	391
2662	3	89	-362
2663	3	89	-859
2664	3	89	-915
2665	3	89	-501
2666	3	89	-866
2667	3	89	-1421
2668	3	89	-1122
2669	3	89	-695
2670	1	90	-582
2671	1	90	-728
2672	1	90	-706
2673	1	90	1242
2674	1	90	-584
2675	1	90	-115
2676	1	90	342
2677	1	90	-310
2678	1	90	478
2679	1	90	-247
2680	2	90	641
2681	2	90	-803
2682	2	90	111
2683	2	90	-1519
2684	2	90	314
2685	2	90	-549
2686	2	90	-527
2687	2	90	588
2688	2	90	-376
2689	2	90	-123
2690	3	90	-1161
2691	3	90	429
2692	3	90	-507
2693	3	90	-825
2694	3	90	-832
2695	3	90	-438
2696	3	90	-917
2697	3	90	-1380
2698	3	90	-1204
2699	3	90	-732
2700	1	91	-653
2701	1	91	-590
2702	1	91	-686
2703	1	91	1339
2704	1	91	-568
2705	1	91	-20
2706	1	91	439
2707	1	91	-448
2708	1	91	414
2709	1	91	-258
2710	2	91	586
2711	2	91	-957
2712	2	91	164
2713	2	91	-1512
2714	2	91	356
2715	2	91	-484
2716	2	91	-572
2717	2	91	706
2718	2	91	-376
2719	2	91	-148
2720	3	91	-1033
2721	3	91	447
2722	3	91	-578
2723	3	91	-927
2724	3	91	-888
2725	3	91	-596
2726	3	91	-967
2727	3	91	-1358
2728	3	91	-1138
2729	3	91	-694
2730	1	92	-705
2731	1	92	-439
2732	1	92	-815
2733	1	92	1470
2734	1	92	-521
2735	1	92	-99
2736	1	92	502
2737	1	92	-431
2738	1	92	472
2739	1	92	-188
2740	2	92	505
2741	2	92	-1069
2742	2	92	303
2743	2	92	-1460
2744	2	92	390
2745	2	92	-327
2746	2	92	-739
2747	2	92	663
2748	2	92	-448
2749	2	92	-298
2750	3	92	-894
2751	3	92	414
2752	3	92	-582
2753	3	92	-1104
2754	3	92	-963
2755	3	92	-668
2756	3	92	-857
2757	3	92	-1326
2758	3	92	-1118
2759	3	92	-608
2760	1	93	-726
2761	1	93	-427
2762	1	93	-703
2763	1	93	1179
2764	1	93	-739
2765	1	93	-355
2766	1	93	706
2767	1	93	-496
2768	1	93	667
2769	1	93	-76
2770	2	93	531
2771	2	93	-1173
2772	2	93	569
2773	2	93	-1435
2774	2	93	434
2775	2	93	-130
2776	2	93	-796
2777	2	93	291
2778	2	93	-803
2779	2	93	-546
2780	3	93	-996
2781	3	93	409
2782	3	93	-1057
2783	3	93	-935
2784	3	93	-886
2785	3	93	-706
2786	3	93	-1101
2787	3	93	-986
2788	3	93	-1055
2789	3	93	-569
2790	1	94	-724
2791	1	94	-375
2792	1	94	-884
2793	1	94	1237
2794	1	94	-607
2795	1	94	-405
2796	1	94	629
2797	1	94	-403
2798	1	94	682
2799	1	94	-45
2800	2	94	594
2801	2	94	-1167
2802	2	94	797
2803	2	94	-1475
2804	2	94	413
2805	2	94	-236
2806	2	94	-825
2807	2	94	131
2808	2	94	-756
2809	2	94	-500
2810	3	94	-1051
2811	3	94	361
2812	3	94	-1094
2813	3	94	-943
2814	3	94	-987
2815	3	94	-540
2816	3	94	-985
2817	3	94	-909
2818	3	94	-1107
2819	3	94	-636
2820	1	95	-685
2821	1	95	-337
2822	1	95	-954
2823	1	95	1256
2824	1	95	-786
2825	1	95	-260
2826	1	95	446
2827	1	95	-480
2828	1	95	574
2829	1	95	-42
2830	2	95	678
2831	2	95	-1190
2832	2	95	931
2833	2	95	-1273
2834	2	95	682
2835	2	95	-323
2836	2	95	-832
2837	2	95	404
2838	2	95	-520
2839	2	95	-387
2840	3	95	-1174
2841	3	95	346
2842	3	95	-1158
2843	3	95	-1164
2844	3	95	-1077
2845	3	95	-598
2846	3	95	-795
2847	3	95	-1105
2848	3	95	-1235
2849	3	95	-752
2850	1	96	-612
2851	1	96	-506
2852	1	96	-737
2853	1	96	1269
2854	1	96	-772
2855	1	96	-312
2856	1	96	426
2857	1	96	-373
2858	1	96	625
2859	1	96	-72
2860	2	96	455
2861	2	96	-1151
2862	2	96	664
2863	2	96	-1338
2864	2	96	497
2865	2	96	-239
2866	2	96	-739
2867	2	96	271
2868	2	96	-618
2869	2	96	-452
2870	3	96	-1025
2871	3	96	475
2872	3	96	-1109
2873	3	96	-1113
2874	3	96	-907
2875	3	96	-631
2876	3	96	-869
2877	3	96	-1080
2878	3	96	-1189
2879	3	96	-658
2880	1	97	-619
2881	1	97	-520
2882	1	97	-865
2883	1	97	1038
